,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
AZE,18833,19165.6,19498.2,19830.8,20163.4,20496,20573.6,20651.2,20728.8,20806.4,20884,19890.4,18896.8,17903.2,16909.6,15916,14790.8,13665.6,12540.4,11415.2,10290,9892.6,9495.2,9097.8,8700.4,8303,8229,8155,8080,8006,7932,7870,7809,7747,7686,7624,7562,7501
BDI,42870,43860.4,44850.8,45841.2,46831.6,47822,49105.2,50388.4,51671.6,52954.8,54238,53948.4,53658.8,53369.2,53079.6,52790,51849,50908,49967,49026,48085,49057.8,50030.6,51003.4,51976.2,52949,54468,55987,57506,59025,60544,61360,62176,62991,63807,64623,65439,66255
BEL,1788,1716.4,1644.8,1573.2,1501.6,1430,1386,1342,1298,1254,1210,1154.6,1099.2,1043.8,988.4,933,883,833,783,733,683,668.4,653.8,639.2,624.6,610,599,588,576,565,554,540,526,513,499,485,471,457
BEN,37965,38325,38685,39045,39405,39765,40126.4,40487.8,40849.2,41210.6,41572,41702.4,41832.8,41963.2,42093.6,42224,42161,42098,42035,41972,41909,41730,41551,41372,41193,41014,40892,40771,40649,40528,40406,40446,40486,40527,40567,40607,40647,40687
BFA,81994,82144.2,82294.4,82444.6,82594.8,82745,83622.8,84500.6,85378.4,86256.2,87134,88424.8,89715.6,91006.4,92297.2,93588,94431,95274,96117,96960,97803,98132.6,98462.2,98791.8,99121.4,99451,98980,98509,98039,97568,97097,96008,94919,93830,92741,91652,90563,89474
BGD,691980,677551.6,663123.2,648694.8,634266.4,619838,599953,580068,560183,540298,520413,498389.8,476366.6,454343.4,432320.2,410297,389301.8,368306.6,347311.4,326316.2,305321,287725.6,270130.2,252534.8,234939.4,217344,204938,192531,180125,167718,155312,147206,139100,130993,122887,114781,106675,98569
BGR,3214,3058.8,2903.6,2748.4,2593.2,2438,2341,2244,2147,2050,1953,1859,1765,1671,1577,1483,1414.6,1346.2,1277.8,1209.4,1141,1103.4,1065.8,1028.2,990.6,953,922,892,861,831,800,781,762,744,725,706,687,668
BHR,390,378,366,354,342,330,321.2,312.4,303.6,294.8,286,273.8,261.6,249.4,237.2,225,217.2,209.4,201.6,193.8,186,186.8,187.6,188.4,189.2,190,191,192,193,194,195,193,191,188,186,184,182,180
BHS,198,194.2,190.4,186.6,182.8,179,174,169,164,159,154,150.6,147.2,143.8,140.4,137,130.2,123.4,116.6,109.8,103,98.8,94.6,90.4,86.2,82,81,81,80,80,79,78,77,76,75,74,73,72
BIH,2669,2530.2,2391.4,2252.6,2113.8,1975,1870.4,1765.8,1661.2,1556.6,1452,1336.4,1220.8,1105.2,989.6,874,793.2,712.4,631.6,550.8,470,448.4,426.8,405.2,383.6,362,355,347,340,332,325,318,312,305,299,292,285,279
BLR,3882,3812.6,3743.2,3673.8,3604.4,3535,3371,3207,3043,2879,2715,2558.2,2401.4,2244.6,2087.8,1931,1812,1693,1574,1455,1336,1261.2,1186.4,1111.6,1036.8,962,930,898,865,833,801,786,770,755,739,724,709,693
BLZ,345,335.4,325.8,316.2,306.6,297,291.2,285.4,279.6,273.8,268,258,248,238,228,218,208.4,198.8,189.2,179.6,170,164.6,159.2,153.8,148.4,143,140,137,134,131,128,125,122,119,116,113,110,107
BOL,39411,38171,36931,35691,34451,33211,32219.4,31227.8,30236.2,29244.6,28253,27443.6,26634.2,25824.8,25015.4,24206,23561,22916,22271,21626,20981,20324.8,19668.6,19012.4,18356.2,17700,17183,16666,16150,15633,15116,14736,14355,13975,13594,13214,12834,12453
BRA,359720,343665.8,327611.6,311557.4,295503.2,279449,266832.8,254216.6,241600.4,228984.2,216368,207416.4,198464.8,189513.2,180561.6,171610,164954.6,158299.2,151643.8,144988.4,138333,131749.4,125165.8,118582.2,111998.6,105415,100603,95790,90978,86165,81353,78031,74709,71388,68066,64744,61422,58100
BRB,177,170.2,163.4,156.6,149.8,143,136.8,130.6,124.4,118.2,112,106.6,101.2,95.8,90.4,85,81,77,73,69,65,62.6,60.2,57.8,55.4,53,51,50,48,47,45,44,43,41,40,39,38,37
BRN,167,162,157,152,147,142,138.6,135.2,131.8,128.4,125,119.2,113.4,107.6,101.8,96,90.6,85.2,79.8,74.4,69,65.2,61.4,57.6,53.8,50,47,45,42,40,37,35,33,32,30,28,26,24
BTN,3679,3615.2,3551.4,3487.6,3423.8,3360,3232.2,3104.4,2976.6,2848.8,2721,2563,2405,2247,2089,1931,1826.2,1721.4,1616.6,1511.8,1407,1337.8,1268.6,1199.4,1130.2,1061,1013,965,916,868,820,781,743,704,666,627,588,550
BWA,4154,4067.8,3981.6,3895.4,3809.2,3723,3637,3551,3465,3379,3293,3312.6,3332.2,3351.8,3371.4,3391,3403.4,3415.8,3428.2,3440.6,3453,3334.8,3216.6,3098.4,2980.2,2862,2726,2590,2455,2319,2183,2100,2017,1935,1852,1769,1686,1603
CAF,18629,18965.4,19301.8,19638.2,19974.6,20311,20700,21089,21478,21867,22256,22693.4,23130.8,23568.2,24005.6,24443,24829.8,25216.6,25603.4,25990.2,26377,26341,26305,26269,26233,26197,25887,25578,25268,24959,24649,24293,23937,23580,23224,22868,22512,22156
CAN,4779,4581,4383,4185,3987,3789,3682,3575,3468,3361,3254,3129,3004,2879,2754,2629,2526.8,2424.6,2322.4,2220.2,2118,2115,2112,2109,2106,2103,2106,2109,2112,2115,2118,2088,2058,2029,1999,1969,1939,1909
CHE,791,772.8,754.6,736.4,718.2,700,690.6,681.2,671.8,662.4,653,632,611,590,569,548,525,502,479,456,433,423,413,403,393,383,378,374,369,365,360,357,354,350,347,344,341,338
CHL,10386,9742.2,9098.4,8454.6,7810.8,7167,6915.4,6663.8,6412.2,6160.6,5909,5610.8,5312.6,5014.4,4716.2,4418,4142,3866,3590,3314,3038,2888.2,2738.4,2588.6,2438.8,2289,2224,2159,2093,2028,1963,1894,1826,1757,1689,1620,1551,1483
CHN,1312303,1322230.2,1332157.4,1342084.6,1352011.8,1361939,1320604.4,1279269.8,1237935.2,1196600.6,1155266,1070133,985000,899867,814734,729601,678534.4,627467.8,576401.2,525334.6,474268,455131.2,435994.4,416857.6,397720.8,378584,370921,363259,355596,347934,340271,330320,320369,310419,300468,290517,280566,270615
CIV,69598,70096.2,70594.4,71092.6,71590.8,72089,72936.2,73783.4,74630.6,75477.8,76325,77500,78675,79850,81025,82200,82723.8,83247.6,83771.4,84295.2,84819,84213.8,83608.6,83003.4,82398.2,81793,81498,81203,80908,80613,80318,79963,79608,79254,78899,78544,78189,77834
CMR,69709,70752.8,71796.6,72840.4,73884.2,74928,75868.4,76808.8,77749.2,78689.6,79630,80530.4,81430.8,82331.2,83231.6,84132,85584.2,87036.4,88488.6,89940.8,91393,92791.2,94189.4,95587.6,96985.8,98384,98338,98292,98246,98200,98154,97021,95889,94756,93624,92491,91358,90226
COD,262501,268979.8,275458.6,281937.4,288416.2,294895,305227.2,315559.4,325891.6,336223.8,346556,361844,377132,392420,407708,422996,432814.2,442632.4,452450.6,462268.8,472087,476041,479995,483949,487903,491857,495998,500139,504279,508420,512561,513862,515163,516463,517764,519065,520366,521667
COG,9809,9877.6,9946.2,10014.8,10083.4,10152,10319.2,10486.4,10653.6,10820.8,10988,11370.6,11753.2,12135.8,12518.4,12901,13385.8,13870.6,14355.4,14840.2,15325,15618.6,15912.2,16205.8,16499.4,16793,16787,16782,16776,16771,16765,16589,16413,16238,16062,15886,15710,15534
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,59709,57269.6,54830.2,52390.8,49951.4,47512,45865.2,44218.4,42571.6,40924.8,39278,37980.8,36683.6,35386.4,34089.2,32792,31897,31002,30107,29212,28317,27723.8,27130.6,26537.4,25944.2,25351,24789,24227,23666,23104,22542,21822,21102,20381,19661,18941,18221,17501
COM,2327,2316.8,2306.6,2296.4,2286.2,2276,2233.4,2190.8,2148.2,2105.6,2063,2075.6,2088.2,2100.8,2113.4,2126,2169.2,2212.4,2255.6,2298.8,2342,2366.6,2391.2,2415.8,2440.4,2465,2459,2453,2447,2441,2435,2416,2397,2378,2359,2340,2321,2302
CPV,1249,1199.2,1149.4,1099.6,1049.8,1000,963.6,927.2,890.8,854.4,818,787.4,756.8,726.2,695.6,665,631.6,598.2,564.8,531.4,498,465.6,433.2,400.8,368.4,336,316,296,276,256,236,225,213,202,190,179,168,156
CRI,2246,2153.2,2060.4,1967.6,1874.8,1782,1735.8,1689.6,1643.4,1597.2,1551,1489.4,1427.8,1366.2,1304.6,1243,1201.4,1159.8,1118.2,1076.6,1035,1007.8,980.6,953.4,926.2,899,877,854,832,809,787,765,743,722,700,678,656,634
CUB,3872,3768.2,3664.4,3560.6,3456.8,3353,3229,3105,2981,2857,2733,2571.4,2409.8,2248.2,2086.6,1925,1804.2,1683.4,1562.6,1441.8,1321,1240.2,1159.4,1078.6,997.8,917,870,822,775,727,680,653,626,600,573,546,519,492
CYP,277,267.8,258.6,249.4,240.2,231,221.4,211.8,202.2,192.6,183,173.6,164.2,154.8,145.4,136,127.8,119.6,111.4,103.2,95,90.6,86.2,81.8,77.4,73,71,69,66,64,62,61,59,58,56,55,54,52
CZE,2992,2806.6,2621.2,2435.8,2250.4,2065,1964.4,1863.8,1763.2,1662.6,1562,1438.6,1315.2,1191.8,1068.4,945,862.4,779.8,697.2,614.6,532,516.4,500.8,485.2,469.6,454,447,439,432,424,417,409,401,394,386,378,370,362
DEU,13077,12481.6,11886.2,11290.8,10695.4,10100,9570.6,9041.2,8511.8,7982.4,7453,7052.2,6651.4,6250.6,5849.8,5449,5210.2,4971.4,4732.6,4493.8,4255,4089.6,3924.2,3758.8,3593.4,3428,3316,3203,3091,2978,2866,2787,2708,2630,2551,2472,2393,2314
DJI,2066,2139.6,2213.2,2286.8,2360.4,2434,2523.4,2612.8,2702.2,2791.6,2881,2856.2,2831.4,2806.6,2781.8,2757,2681.4,2605.8,2530.2,2454.6,2379,2361.4,2343.8,2326.2,2308.6,2291,2262,2233,2204,2175,2146,2096,2046,1997,1947,1897,1847,1797
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,595,581.4,567.8,554.2,540.6,527,532,537,542,547,552,535.4,518.8,502.2,485.6,469,451.8,434.6,417.4,400.2,383,371.8,360.6,349.4,338.2,327,316,305,293,282,271,265,259,254,248,242,236,230
DOM,19037,18541.4,18045.8,17550.2,17054.6,16559,15980.6,15402.2,14823.8,14245.4,13667,13125,12583,12041,11499,10957,10604.8,10252.6,9900.4,9548.2,9196,8928.6,8661.2,8393.8,8126.4,7859,7633,7406,7180,6953,6727,6520,6313,6106,5899,5692,5485,5278
DZA,112304,105470.6,98637.2,91803.8,84970.4,78137,73647.8,69158.6,64669.4,60180.2,55691,52549.2,49407.4,46265.6,43123.8,39982,37747.2,35512.4,33277.6,31042.8,28808,28699.6,28591.2,28482.8,28374.4,28266,28782,29298,29815,30331,30847,30796,30745,30693,30642,30591,30540,30489
ECU,28897,28008.2,27119.4,26230.6,25341.8,24453,23537.2,22621.4,21705.6,20789.8,19874,18932.4,17990.8,17049.2,16107.6,15166,14398.2,13630.4,12862.6,12094.8,11327,10874.8,10422.6,9970.4,9518.2,9066,8785,8503,8222,7940,7659,7386,7112,6839,6565,6292,6019,5745
EGY,286485,274472.8,262460.6,250448.4,238436.2,226424,212921.4,199418.8,185916.2,172413.6,158911,148155.8,137400.6,126645.4,115890.2,105135,98370.2,91605.4,84840.6,78075.8,71311,69029.8,66748.6,64467.4,62186.2,59905,58118,56330,54543,52755,50968,49297,47626,45955,44284,42613,40942,39271
ERI,20365,20607,20849,21091,21333,21575,21343.4,21111.8,20880.2,20648.6,20417,19683.8,18950.6,18217.4,17484.2,16751,16358,15965,15572,15179,14786,14832.4,14878.8,14925.2,14971.6,15018,14838,14658,14479,14299,14119,13674,13230,12785,12341,11896,11451,11007
ESP,9255,8470.2,7685.4,6900.6,6115.8,5331,5005.8,4680.6,4355.4,4030.2,3705,3517.2,3329.4,3141.6,2953.8,2766,2669.6,2573.2,2476.8,2380.4,2284,2285.4,2286.8,2288.2,2289.6,2291,2274,2256,2239,2221,2204,2146,2087,2029,1970,1912,1854,1795
EST,575,573.8,572.6,571.4,570.2,569,542.6,516.2,489.8,463.4,437,399,361,323,285,247,228,209,190,171,152,143.2,134.4,125.6,116.8,108,103,98,93,88,83,81,79,76,74,72,70,68
ETH,409342,417521,425700,433879,442058,450237,452687.2,455137.4,457587.6,460037.8,462488,461295.2,460102.4,458909.6,457716.8,456524,445639.8,434755.6,423871.4,412987.2,402103,385013.2,367923.4,350833.6,333743.8,316654,303367,290081,276794,263508,250221,242650,235079,227509,219938,212367,204796,197225
FIN,604,578.4,552.8,527.2,501.6,476,465.6,455.2,444.8,434.4,424,406.8,389.6,372.4,355.2,338,320.6,303.2,285.8,268.4,251,244.2,237.4,230.6,223.8,217,212,207,202,197,192,187,183,178,174,169,164,160
FJI,1238,1195.4,1152.8,1110.2,1067.6,1025,983,941,899,857,815,783.8,752.6,721.4,690.2,659,632.2,605.4,578.6,551.8,525,509.2,493.4,477.6,461.8,446,435,424,414,403,392,380,368,356,344,332,320,308
FRA,9813,9522.8,9232.6,8942.4,8652.2,8362,8043.2,7724.4,7405.6,7086.8,6768,6448.2,6128.4,5808.6,5488.8,5169,4971.8,4774.6,4577.4,4380.2,4183,4105.2,4027.4,3949.6,3871.8,3794,3694,3595,3495,3396,3296,3215,3134,3052,2971,2890,2809,2728
FSM,179,181,183,185,187,189,187.8,186.6,185.4,184.2,183,181.8,180.6,179.4,178.2,177,173.2,169.4,165.6,161.8,158,151.4,144.8,138.2,131.6,125,121,116,112,107,103,101,99,96,94,92,90,88
GAB,3814,3741.6,3669.2,3596.8,3524.4,3452,3416.8,3381.6,3346.4,3311.2,3276,3296.6,3317.2,3337.8,3358.4,3379,3429.2,3479.4,3529.6,3579.8,3630,3657.2,3684.4,3711.6,3738.8,3766,3735,3705,3674,3644,3613,3565,3517,3470,3422,3374,3326,3278
GBR,10058,9827.4,9596.8,9366.2,9135.6,8905,8603.2,8301.4,7999.6,7697.8,7396,7051.4,6706.8,6362.2,6017.6,5673,5458.6,5244.2,5029.8,4815.4,4601,4543.4,4485.8,4428.2,4370.6,4313,4272,4231,4191,4150,4109,3997,3885,3774,3662,3550,3438,3326
GEO,4822,4793,4764,4735,4706,4677,4607.6,4538.2,4468.8,4399.4,4330,4098.2,3866.4,3634.6,3402.8,3171,2944,2717,2490,2263,2036,1957.4,1878.8,1800.2,1721.6,1643,1600,1556,1513,1469,1426,1378,1330,1283,1235,1187,1139,1091
GHA,74418,74363.2,74308.4,74253.6,74198.8,74144,73441,72738,72035,71332,70629,69757.4,68885.8,68014.2,67142.6,66271,65976,65681,65386,65091,64796,64706.2,64616.4,64526.6,64436.8,64347,64071,63794,63518,63241,62965,62614,62263,61913,61562,61211,60860,60509
GIN,59607,59867.6,60128.2,60388.8,60649.4,60910,61839.8,62769.6,63699.4,64629.2,65559,66127,66695,67263,67831,68399,67567.2,66735.4,65903.6,65071.8,64240,63041.6,61843.2,60644.8,59446.4,58248,57679,57110,56540,55971,55402,55174,54946,54719,54491,54263,54035,53807
GMB,6717,6738,6759,6780,6801,6822,6882.8,6943.6,7004.4,7065.2,7126,7155.4,7184.8,7214.2,7243.6,7273,7282.2,7291.4,7300.6,7309.8,7319,7335,7351,7367,7383,7399,7454,7509,7563,7618,7673,7753,7833,7912,7992,8072,8152,8232
GNB,8870,8980.4,9090.8,9201.2,9311.6,9422,9468.8,9515.6,9562.4,9609.2,9656,9696.8,9737.6,9778.4,9819.2,9860,9860.4,9860.8,9861.2,9861.6,9862,9877.2,9892.4,9907.6,9922.8,9938,9940,9942,9945,9947,9949,9926,9902,9879,9855,9832,9809,9785
GNQ,2128,2321.8,2515.6,2709.4,2903.2,3097,3206.6,3316.2,3425.8,3535.4,3645,3661.4,3677.8,3694.2,3710.6,3727,3756.6,3786.2,3815.8,3845.4,3875,3904.2,3933.4,3962.6,3991.8,4021,4005,3989,3973,3957,3941,3888,3835,3782,3729,3676,3623,3570
GRC,2852,2637,2422,2207,1992,1777,1656.8,1536.6,1416.4,1296.2,1176,1121,1066,1011,956,901,861.4,821.8,782.2,742.6,703,676.8,650.6,624.4,598.2,572,560,547,535,522,510,492,474,455,437,419,401,383
GRD,121,117.8,114.6,111.4,108.2,105,98.8,92.6,86.4,80.2,74,68.6,63.2,57.8,52.4,47,44.6,42.2,39.8,37.4,35,33.8,32.6,31.4,30.2,29,29,28,28,27,27,26,26,25,25,24,23,23
GTM,38871,38007.4,37143.8,36280.2,35416.6,34553,33584.6,32616.2,31647.8,30679.4,29711,28846,27981,27116,26251,25386,24732.2,24078.4,23424.6,22770.8,22117,21563.8,21010.6,20457.4,19904.2,19351,18756,18162,17567,16973,16378,15863,15348,14833,14318,13803,13288,12773
GUY,1745,1641.6,1538.2,1434.8,1331.4,1228,1189.2,1150.4,1111.6,1072.8,1034,1005.4,976.8,948.2,919.6,891,866.4,841.8,817.2,792.6,768,754.4,740.8,727.2,713.6,700,682,665,647,630,612,594,576,557,539,521,503,485
HND,18381,17740.2,17099.4,16458.6,15817.8,15177,14667,14157,13647,13137,12627,12265.8,11904.6,11543.4,11182.2,10821,10519,10217,9915,9613,9311,9133,8955,8777,8599,8421,8223,8026,7828,7631,7433,7220,7007,6795,6582,6369,6156,5943
HRV,1549,1479,1409,1339,1269,1199,1115.4,1031.8,948.2,864.6,781,723.4,665.8,608.2,550.6,493,464,435,406,377,348,336.6,325.2,313.8,302.4,291,286,281,277,272,267,261,255,250,244,238,232,226
HTI,43026,42817.6,42609.2,42400.8,42192.4,41984,40807.6,39631.2,38454.8,37278.4,36102,35127.6,34153.2,33178.8,32204.4,31230,30320.2,29410.4,28500.6,27590.8,26681,25940.4,25199.8,24459.2,23718.6,22978,22293,21607,20922,20236,19551,18984,18417,17850,17283,16716,16149,15582
HUN,3882,3642.6,3403.2,3163.8,2924.4,2685,2579,2473,2367,2261,2155,2015.2,1875.4,1735.6,1595.8,1456,1356.8,1257.6,1158.4,1059.2,960,914.8,869.6,824.4,779.2,734,709,683,658,632,607,596,584,573,561,550,539,527
IDN,513802,494157.6,474513.2,454868.8,435224.4,415580,398004.8,380429.6,362854.4,345279.2,327704,313940.2,300176.4,286412.6,272648.8,258885,250108.2,241331.4,232554.6,223777.8,215001,209691.8,204382.6,199073.4,193764.2,188455,182601,176747,170894,165040,159186,153881,148576,143270,137965,132660,127355,122050
IND,3621276,3570357.4,3519438.8,3468520.2,3417601.6,3366683,3304298,3241913,3179528,3117143,3054758,2976317.4,2897876.8,2819436.2,2740995.6,2662555,2583788.2,2505021.4,2426254.6,2347487.8,2268721,2186581.2,2104441.4,2022301.6,1940161.8,1858022,1795110,1732198,1669285,1606373,1543461,1500174,1456888,1413601,1370315,1327028,1283741,1240455
IRL,1049,976.2,903.4,830.6,757.8,685,640.8,596.6,552.4,508.2,464,449.6,435.2,420.8,406.4,392,392.6,393.2,393.8,394.4,395,387.8,380.6,373.4,366.2,359,345,330,316,301,287,276,266,255,245,234,223,213
IRN,183702,178659.8,173617.6,168575.4,163533.2,158491,150225.6,141960.2,133694.8,125429.4,117164,108903.4,100642.8,92382.2,84121.6,75861,71037.8,66214.6,61391.4,56568.2,51745,49712.6,47680.2,45647.8,43615.4,41583,40404,39224,38045,36865,35686,34363,33040,31716,30393,29070,27747,26424
IRQ,38145,37021,35897,34773,33649,32525,32475.8,32426.6,32377.4,32328.2,32279,32779.6,33280.2,33780.8,34281.4,34782,35166.8,35551.6,35936.4,36321.2,36706,36762.4,36818.8,36875.2,36931.6,36988,36630,36272,35914,35556,35198,34684,34169,33655,33140,32626,32112,31597
ISL,42,39.8,37.6,35.4,33.2,31,30.4,29.8,29.2,28.6,28,27.2,26.4,25.6,24.8,24,22.8,21.6,20.4,19.2,18,17.2,16.4,15.6,14.8,14,14,14,13,13,13,13,13,12,12,12,12,12
ISR,1687,1623.8,1560.6,1497.4,1434.2,1371,1326.8,1282.6,1238.4,1194.2,1150,1123,1096,1069,1042,1015,992.2,969.4,946.6,923.8,901,877.8,854.6,831.4,808.2,785,767,749,730,712,694,681,667,654,640,627,614,600
ITA,11711,10855,9999,9143,8287,7431,7046.4,6661.8,6277.2,5892.6,5508,5241.2,4974.4,4707.6,4440.8,4174,3948.2,3722.4,3496.6,3270.8,3045,2930.8,2816.6,2702.4,2588.2,2474,2395,2315,2236,2156,2077,1997,1916,1836,1755,1675,1595,1514
JAM,2759,2715,2671,2627,2583,2539,2470.8,2402.6,2334.4,2266.2,2198,2160.4,2122.8,2085.2,2047.6,2010,1980.4,1950.8,1921.2,1891.6,1862,1816.2,1770.4,1724.6,1678.8,1633,1579,1525,1472,1418,1364,1323,1282,1242,1201,1160,1119,1078
JOR,5684,5499.8,5315.6,5131.4,4947.2,4763,4694,4625,4556,4487,4418,4432.2,4446.4,4460.6,4474.8,4489,4425.2,4361.4,4297.6,4233.8,4170,4130.4,4090.8,4051.2,4011.6,3972,3971,3970,3970,3969,3968,3922,3876,3829,3783,3737,3691,3645
JPN,16522,15460.4,14398.8,13337.2,12275.6,11214,10624.6,10035.2,9445.8,8856.4,8267,7968.6,7670.2,7371.8,7073.4,6775,6499,6223,5947,5671,5395,5169.6,4944.2,4718.8,4493.4,4268,4126,3983,3841,3698,3556,3434,3312,3190,3068,2946,2824,2702
KAZ,28242,28066.4,27890.8,27715.2,27539.6,27364,26546.2,25728.4,24910.6,24092.8,23275,21842.6,20410.2,18977.8,17545.4,16113,15055.6,13998.2,12940.8,11883.4,10826,10740.4,10654.8,10569.2,10483.6,10398,10466,10533,10601,10668,10736,10546,10356,10165,9975,9785,9595,9405
KEN,95705,96408.4,97111.8,97815.2,98518.6,99222,100327.4,101432.8,102538.2,103643.6,104749,106894.4,109039.8,111185.2,113330.6,115476,118422.8,121369.6,124316.4,127263.2,130210,130992.8,131775.6,132558.4,133341.2,134124,132465,130806,129146,127487,125828,123589,121349,119110,116870,114631,112392,110152
KGZ,10898,11042.2,11186.4,11330.6,11474.8,11619,11397.6,11176.2,10954.8,10733.4,10512,10036,9560,9084,8608,8132,7658,7184,6710,6236,5762,5662.2,5562.4,5462.6,5362.8,5263,5431,5599,5766,5934,6102,6179,6257,6334,6412,6489,6566,6644
KHM,97286,88232.6,79179.2,70125.8,61072.4,52019,50780.2,49541.4,48302.6,47063.8,45825,44849.6,43874.2,42898.8,41923.4,40948,39403.4,37858.8,36314.2,34769.6,33225,31836.2,30447.4,29058.6,27669.8,26281,25382,24484,23585,22687,21788,21157,20526,19896,19265,18634,18003,17372
KIR,261,260,259,258,257,256,252.4,248.8,245.2,241.6,238,231.6,225.2,218.8,212.4,206,196.8,187.6,178.4,169.2,160,153.2,146.4,139.6,132.8,126,122,118,115,111,107,104,102,99,97,94,91,89
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,30926,28454.6,25983.2,23511.8,21040.4,18569,17037.2,15505.4,13973.6,12441.8,10910,10178.8,9447.6,8716.4,7985.2,7254,6637.6,6021.2,5404.8,4788.4,4172,3914.8,3657.6,3400.4,3143.2,2886,2783,2680,2577,2474,2371,2263,2156,2048,1941,1833,1725,1618
KWT,1958,1840.2,1722.4,1604.6,1486.8,1369,1234.2,1099.4,964.6,829.8,695,667.2,639.4,611.6,583.8,556,567.4,578.8,590.2,601.6,613,619.8,626.6,633.4,640.2,647,667,687,707,727,747,753,759,765,771,777,783,789
LAO,26212,26348.2,26484.4,26620.6,26756.8,26893,26705.8,26518.6,26331.4,26144.2,25957,24951,23945,22939,21933,20927,19615.6,18304.2,16992.8,15681.4,14370,13722.2,13074.4,12426.6,11778.8,11131,10769,10407,10045,9683,9321,8903,8485,8066,7648,7230,6812,6394
LBN,3532,3409,3286,3163,3040,2917,2788.6,2660.2,2531.8,2403.4,2275,2163.6,2052.2,1940.8,1829.4,1718,1610.6,1503.2,1395.8,1288.4,1181,1095.8,1010.6,925.4,840.2,755,726,697,669,640,611,610,610,609,609,608,607,607
LBR,22291,22570.6,22850.2,23129.8,23409.4,23689,23430.4,23171.8,22913.2,22654.6,22396,22093.2,21790.4,21487.6,21184.8,20882,20637.2,20392.4,20147.6,19902.8,19658,18951.8,18245.6,17539.4,16833.2,16127,15598,15068,14539,14009,13480,13263,13046,12828,12611,12394,12177,11960
