,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
SVK,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SVN,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SWE,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
SWZ,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,
SYC,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SYR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
TCD,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
TGO,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
THA,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
TJK,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
TKM,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
TLS,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
TON,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,
TTO,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
TUN,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
TUR,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,
TUV,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,
TZA,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,
UGA,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,
UKR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
URY,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
USA,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
UZB,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
VCT,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
VEN,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,
VNM,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,
VUT,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,
WSM,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,
YEM,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
ZAF,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
ZMB,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
ZWE,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
