,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
BEN,0,0,0,0,0,0.23,0.2,0.26,0.3,0.48,0.79,0.6,0.7,0.67,0.78,0.65,0.6,0.66,0.67,0.69,0.7,0.68,0.66,0.65,0.63,0.61,0.66,0.7,0.66,0.72,0.69,0.72,0.72,0.63,0.63,0.74,0.74,0.74
BFA,0,0,0,0,0,0.38,0.4,0.37,0.52,0.66,0.79,0.69,0.6,0.5,0.45,0.43,0.4,0.41,0.24,0.36,0.48,0.63,0.64,0.76,0.78,0.84,0.88,0.94,0.94,0.94,0.92,0.89,0.87,0.82,0.82,0.88,0.88,0.88
BGD,0,0,0.01,0.01,0.01,0.01,0.03,0.06,0.13,0.53,0.65,0.68,0.69,0.74,0.78,0.79,0.69,0.72,0.72,0.71,0.72,0.77,0.65,0.69,0.81,0.94,0.92,0.95,0.96,0.98,0.94,0.96,0.96,0.93,0.93,0.94,0.94,0.94
BGR,0.98,0.98,0.9,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.92,0.88,0.93,0.94,0.95,0.93,0.95,0.96,0.89,0.9,0.92,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.97,0.95,0.94,0.94,0.94,0.92,0.92,0.94
BHR,0.45,0.5,0.54,0.59,0.65,0.78,0.78,0.78,0.78,0.85,0.87,0.88,0.87,0.9,0.93,0.95,0.95,0.94,0.99,0.94,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
BHS,0,0,0.65,0.66,0.63,0.79,0.85,0.87,0.78,0.87,0.86,0.93,0.94,0.88,0.88,0.9,0.92,0.93,0.92,0.86,0.93,0.94,0.94,0.9,0.89,0.85,0.88,0.96,0.9,0.98,0.94,0.9,0.91,0.92,0.92,0.94,0.89,0.9
BIH,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.48,0.57,0.53,0.7,0.86,0.84,0.83,0.8,0.92,0.89,0.84,0.88,0.9,0.85,0.96,0.84,0.93,0.91,0.89,0.94,0.94,0.94,0.83,0.83,0.69
BLR,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.96,0.97,0.93,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.97
BLZ,0.21,0.4,0.51,0.43,0.43,0.49,0.85,0.53,0.59,0.71,0.86,0.76,0.69,0.8,0.82,0.83,0.81,0.85,0.84,0.82,0.96,0.94,0.88,0.96,0.97,0.95,0.99,0.96,0.96,0.97,0.98,0.98,0.96,0.99,0.99,0.96,0.95,0.9
BOL,0.13,0.17,0.15,0.13,0.2,0.21,0.55,0.57,0.58,0.59,0.53,0.54,0.57,0.57,0.64,0.58,0.61,0.51,0.65,0.79,0.84,0.88,0.91,0.96,0.9,0.89,0.88,0.83,0.87,0.86,0.79,0.84,0.84,0.95,0.95,0.99,0.99,0.83
BRA,0.57,0.73,0.66,0.68,0.73,0.67,0.67,0.64,0.62,0.6,0.78,0.85,0.91,0.85,0.77,0.87,0.8,0.99,0.95,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.96,0.97
BRB,0.41,0.47,0.53,0.55,0.84,0.88,0.84,0.85,0.84,0.85,0.87,0.92,0.9,0.92,0.97,0.92,0.99,0.92,0.97,0.86,0.94,0.93,0.91,0.9,0.98,0.93,0.92,0.75,0.94,0.94,0.85,0.93,0.9,0.9,0.9,0.96,0.92,0.92
BRN,0.73,0.8,0.88,0.94,0.9,0.98,0.99,0.99,0.99,0.99,0.99,0.96,0.92,0.99,0.99,0.99,0.99,0.98,0.99,0.94,0.99,0.99,0.99,0.98,0.99,0.98,0.97,0.97,0.99,0.99,0.94,0.91,0.99,0.99,0.99,0.96,0.98,0.97
BTN,0.21,0.21,0.2,0.21,0.36,0.44,0.51,0.58,0.64,0.79,0.93,0.89,0.86,0.84,0.81,0.85,0.85,0.84,0.71,0.77,0.78,0.78,0.78,0.88,0.87,0.93,0.9,0.95,0.99,0.94,0.95,0.95,0.95,0.94,0.94,0.97,0.97,0.97
BWA,0.63,0.7,0.75,0.79,0.82,0.85,0.91,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.91,0.91,0.92,0.92,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.97,0.97,0.97
CAF,0.12,0.15,0.16,0.16,0.19,0.23,0.24,0.17,0.4,0.69,0.82,0.57,0.32,0.42,0.52,0.46,0.44,0.42,0.37,0.37,0.36,0.35,0.42,0.49,0.55,0.62,0.61,0.59,0.58,0.56,0.53,0.49,0.49,0.25,0.25,0.49,0.49,0.49
CAN,0,0,0,0,0,0,0,0.7,0.85,0.87,0.89,0.92,0.94,0.96,0.97,0.96,0.97,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.95,0.96,0.97,0.98,0.98,0.95,0.95,0.9,0.9,0.89
CHE,0,0,0,0,0,0,0.7,0.7,0.7,0.9,0.9,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.87,0.87,0.87,0.9,0.9,0.92,0.92,0.92,0.93,0.93,0.94,0.94,0.95
CHL,0.94,0.95,0.96,0.95,0.94,0.92,0.91,0.92,0.95,0.92,0.97,0.99,0.89,0.94,0.96,0.97,0.93,0.96,0.98,0.94,0.97,0.96,0.95,0.96,0.94,0.9,0.91,0.92,0.96,0.93,0.93,0.91,0.9,0.9,0.9,0.96,0.93,0.93
CHN,0,0,0,0.78,0.84,0.88,0.63,0.77,0.95,0.95,0.98,0.92,0.87,0.81,0.75,0.8,0.84,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.93,0.94,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
CIV,0,0,0,0,0.31,0.31,0.31,0.3,0.31,0.41,0.56,0.57,0.54,0.52,0.55,0.57,0.65,0.68,0.66,0.57,0.68,0.71,0.71,0.7,0.78,0.84,0.73,0.67,0.63,0.67,0.7,0.49,0.85,0.74,0.74,0.72,0.77,0.78
CMR,0,0.16,0.21,0.25,0.31,0.39,0.44,0.44,0.48,0.56,0.56,0.48,0.37,0.32,0.38,0.46,0.39,0.43,0.47,0.46,0.49,0.51,0.53,0.61,0.64,0.68,0.73,0.74,0.8,0.74,0.79,0.76,0.82,0.83,0.83,0.79,0.78,0.77
COD,0.18,0.23,0.25,0.3,0.3,0.4,0.39,0.41,0.44,0.41,0.38,0.17,0.25,0.33,0.39,0.27,0.21,0.2,0.2,0.15,0.46,0.35,0.42,0.49,0.57,0.61,0.63,0.68,0.64,0.72,0.74,0.74,0.73,0.73,0.73,0.79,0.77,0.8
COG,0.49,0.49,0.55,0.59,0.52,0.67,0.69,0.69,0.73,0.75,0.75,0.64,0.6,0.55,0.47,0.38,0.42,0.18,0.21,0.23,0.34,0.35,0.37,0.5,0.65,0.56,0.66,0.67,0.79,0.76,0.9,0.9,0.8,0.65,0.65,0.8,0.8,0.7
COK,0,0,0,0.68,0.65,0.76,0.7,0.84,0.92,0.99,0.67,0.94,0.87,0.99,0.72,0.96,0.72,0.88,0.97,0.84,0.76,0.83,0.95,0.99,0.99,0.99,0.99,0.98,0.95,0.78,0.99,0.89,0.97,0.97,0.97,0.99,0.9,0.98
COL,0.13,0.26,0.28,0.43,0.51,0.51,0.45,0.59,0.74,0.81,0.82,0.78,0.74,0.94,0.84,0.95,0.9,0.8,0.78,0.79,0.88,0.93,0.93,0.92,0.94,0.96,0.95,0.93,0.95,0.89,0.88,0.88,0.94,0.92,0.92,0.94,0.93,0.93
COM,0,0,0,0,0.42,0.18,0.71,0.71,0.4,0.85,0.87,0.4,0.51,0.56,0.59,0.69,0.43,0.49,0.67,0.69,0.7,0.7,0.71,0.67,0.76,0.67,0.66,0.65,0.76,0.79,0.72,0.87,0.85,0.82,0.82,0.9,0.99,0.9
CPV,0,0,0,0,0,0.54,0.58,0.75,0.8,0.84,0.79,0.76,0.82,0.88,0.87,0.85,0.84,0.83,0.84,0.85,0.86,0.88,0.89,0.9,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.96,0.96,0.91,0.91,0.92,0.92,0.96
CRI,0.6,0.79,0.87,0.84,0.76,0.78,0.9,0.93,0.97,0.77,0.9,0.96,0.92,0.89,0.87,0.91,0.84,0.99,0.83,0.88,0.82,0.82,0.94,0.89,0.88,0.89,0.9,0.9,0.89,0.81,0.83,0.83,0.9,0.91,0.91,0.93,0.93,0.96
CUB,0.48,0.49,0.55,0.94,0.82,0.85,0.8,0.99,0.89,0.98,0.94,0.99,0.99,0.96,0.99,0.99,0.99,0.96,0.99,0.96,0.94,0.96,0.98,0.99,0.99,0.98,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
CYP,0.29,0.28,0.21,0.19,0.25,0.43,0.6,0.91,0.74,0.76,0.77,0.78,0.8,0.81,0.82,0.83,0.9,0.9,0.89,0.87,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.9,0.9,0.9
CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0.96,0.97,0.96,0.95,0.97,0.98,0.98,0.99,0.99,0.97,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.97
DEU,0.25,0.5,0.5,0.47,0.48,0.5,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.89,0.9,0.92,0.91,0.91,0.92,0.92,0.92,0.94,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
DJI,0,0,0.15,0.18,0.2,0.27,0.19,0.22,0.68,0.75,0.85,0.53,0.41,0.41,0.42,0.41,0.41,0.31,0.21,0.23,0.5,0.49,0.62,0.66,0.6,0.65,0.67,0.74,0.73,0.84,0.85,0.84,0.83,0.8,0.8,0.74,0.75,0.75
DMA,0,0,0.43,0.63,0.85,0.93,0.97,0.87,0.9,0.88,0.88,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.97,0.96,0.99,0.99,0.99,0.99,0.99,0.93,0.93,0.96,0.96,0.77
DNK,0,0,0,0,0,0,0,0.82,0.72,0.8,0.84,0.86,0.85,0.81,0.88,0.88,0.85,0.84,0.91,0.92,0.99,0.94,0.95,0.96,0.96,0.95,0.9,0.89,0.87,0.84,0.85,0.87,0.9,0.89,0.89,0.91,0.94,0.97
DOM,0.3,0.18,0.25,0.24,0.19,0.54,0.71,0.71,0.29,0.65,0.7,0.72,0.73,0.75,0.76,0.78,0.79,0.79,0.81,0.82,0.85,0.88,0.86,0.84,0.81,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.9,0.85,0.86
DZA,0,0,0,0,0,0.68,0.67,0.73,0.81,0.82,0.83,0.85,0.86,0.87,0.88,0.89,0.9,0.92,0.84,0.83,0.8,0.83,0.81,0.84,0.81,0.83,0.91,0.92,0.88,0.92,0.95,0.95,0.95,0.95,0.95,0.95,0.94,0.88
ECU,0.24,0.31,0.45,0.34,0.54,0.51,0.5,0.47,0.53,0.57,0.6,0.54,0.69,0.85,0.83,0.81,0.79,0.77,0.89,0.99,0.99,0.99,0.99,0.99,0.99,0.93,0.97,0.98,0.98,0.97,0.95,0.94,0.94,0.97,0.97,0.84,0.86,0.81
EGY,0.41,0.41,0.41,0.41,0.47,0.74,0.78,0.76,0.85,0.86,0.86,0.89,0.89,0.89,0.89,0.89,0.92,0.92,0.98,0.96,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.92,0.95,0.96,0.96,0.93,0.96,0.96,0.92,0.95,0.94
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.51,0.58,0.66,0.73,0.79,0.88,0.76,0.84,0.83,0.92,0.96,0.95,0.95,0.95,0.95,0.95,0.99,0.99,0.99,0.96,0.96,0.85,0.93,0.99
ESP,0,0.08,0.27,0.4,0.68,0.79,0.83,0.85,0.84,0.97,0.99,0.85,0.83,0.9,0.9,0.9,0.9,0.93,0.93,0.95,0.94,0.96,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.98,0.95,0.97,0.97,0.95,0.95,0.96,0.97,0.96
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.76,0.81,0.86,0.88,0.89,0.92,0.93,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.93,0.93,0.93
ETH,0.04,0.03,0.07,0.07,0.08,0.12,0.1,0.13,0.15,0.23,0.38,0.17,0.12,0.22,0.54,0.38,0.54,0.51,0.42,0.32,0.33,0.31,0.3,0.27,0.35,0.39,0.44,0.47,0.57,0.59,0.66,0.68,0.66,0.62,0.62,0.7,0.7,0.65
FIN,0,0.7,0.75,0.81,0.83,0.85,0.87,0.92,0.98,0.95,0.97,0.97,0.99,0.99,0.99,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.97,0.97,0.97,0.95,0.94,0.94
FJI,0.32,0.4,0.02,0.25,0.22,0.57,0.61,0.64,0.69,0.65,0.84,0.93,0.91,0.96,0.96,0.94,0.94,0.75,0.77,0.79,0.81,0.83,0.85,0.86,0.88,0.9,0.92,0.94,0.97,0.99,0.99,0.99,0.99,0.94,0.94,0.94,0.94,0.94
FRA,0,0,0,0.15,0.26,0.35,0.39,0.45,0.51,0.58,0.71,0.74,0.76,0.78,0.8,0.83,0.84,0.83,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.87,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.91,0.9,0.9
FSM,0,0,0,0,0,0,0,0.69,0.84,0.94,0.81,0.76,0.78,0.8,0.83,0.9,0.82,0.74,0.82,0.79,0.85,0.84,0.88,0.91,0.85,0.96,0.83,0.92,0.86,0.86,0.8,0.92,0.91,0.91,0.91,0.74,0.7,0.76
GAB,0,0,0,0,0,0.58,0.66,0.67,0.68,0.76,0.76,0.71,0.66,0.63,0.6,0.57,0.57,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.62,0.67,0.63,0.62,0.72,0.71,0.7,0.7,0.68,0.64,0.63
GBR,0.53,0.55,0.58,0.6,0.63,0.68,0.71,0.76,0.8,0.84,0.87,0.9,0.92,0.91,0.91,0.92,0.92,0.91,0.87,0.88,0.88,0.85,0.85,0.82,0.81,0.82,0.85,0.86,0.86,0.86,0.89,0.9,0.93,0.95,0.95,0.95,0.92,0.92
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.61,0.63,0.61,0.65,0.69,0.73,0.76,0.73,0.75,0.78,0.8,0.86,0.92,0.95,0.97,0.96,0.83,0.94,0.94,0.93,0.96,0.96,0.96,0.93,0.95
GHA,0.16,0.23,0.21,0.16,0.1,0.21,0.31,0.51,0.59,0.65,0.61,0.63,0.64,0.66,0.68,0.7,0.71,0.73,0.78,0.81,0.9,0.78,0.78,0.8,0.83,0.83,0.85,0.95,0.86,0.93,0.93,0.91,0.88,0.89,0.89,0.89,0.89,0.95
GIN,0,0.15,0.34,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.35,0.42,0.52,0.55,0.58,0.61,0.61,0.56,0.52,0.4,0.42,0.44,0.46,0.48,0.5,0.51,0.51,0.57,0.55,0.53,0.58,0.58,0.58,0.62,0.62,0.53,0.54,0.48
GMB,0.69,0.7,0.71,0.7,0.79,0.75,0.62,0.88,0.8,0.85,0.86,0.87,0.83,0.87,0.89,0.91,0.94,0.91,0.9,0.9,0.89,0.89,0.9,0.9,0.92,0.91,0.89,0.88,0.92,0.96,0.92,0.91,0.95,0.96,0.96,0.97,0.97,0.9
GNB,0,0,0,0.27,0.31,0.35,0.59,0.68,0.52,0.65,0.53,0.52,0.6,0.68,0.68,0.45,0.49,0.51,0.61,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.74,0.73,0.71,0.69,0.69,0.69,0.69,0.69,0.69,0.81,0.81,0.81
GNQ,0,0,0,0,0,0.11,0.17,0.32,0.46,0.18,0.88,0.85,0.82,0.79,0.8,0.81,0.81,0.82,0.82,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.42,0.42,0.27,0.3,0.3
GRC,0,0,0,0,0.75,0.77,0.39,0.81,0.82,0.76,0.76,0.72,0.72,0.72,0.7,0.7,0.9,0.9,0.89,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.97,0.97
GRD,0,0,0.05,0.07,0.31,0.49,0.62,0.77,0.48,0.89,0.85,0.96,0.73,0.99,0.87,0.88,0.85,0.92,0.97,0.94,0.92,0.99,0.96,0.99,0.74,0.99,0.98,0.98,0.99,0.98,0.95,0.95,0.94,0.94,0.94,0.99,0.95,0.85
GTM,0.23,0.08,0.12,0.09,0.24,0.23,0.55,0.24,0.55,0.6,0.68,0.49,0.59,0.71,0.66,0.83,0.69,0.74,0.79,0.83,0.86,0.91,0.92,0.94,0.95,0.93,0.95,0.86,0.96,0.92,0.93,0.89,0.93,0.85,0.85,0.77,0.86,0.86
GUY,0,0,0.68,0.51,0.56,0.4,0.42,0.52,0.55,0.69,0.73,0.76,0.73,0.92,0.83,0.77,0.91,0.82,0.93,0.87,0.86,0.92,0.93,0.89,0.88,0.92,0.9,0.96,0.95,0.97,0.95,0.98,0.99,0.99,0.99,0.99,0.99,0.99
HND,0.31,0.34,0.48,0.49,0.44,0.53,0.6,0.57,0.76,0.94,0.9,0.86,0.89,0.94,0.93,0.89,0.91,0.89,0.98,0.98,0.98,0.99,0.97,0.95,0.92,0.96,0.97,0.96,0.95,0.99,0.98,0.95,0.93,0.89,0.89,0.88,0.88,0.97
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.92,0.92,0.91,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.95,0.96,0.98,0.95,0.96,0.96,0.95,0.94,0.94,0.93,0.9,0.89
HTI,0,0,0.03,0.06,0.08,0.21,0.26,0.23,0.59,0.31,0.31,0.35,0.39,0.44,0.48,0.49,0.5,0.52,0.53,0.54,0.55,0.55,0.56,0.57,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.65,0.65,0.53,0.53,0.53
HUN,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
IDN,0,0,0,0.06,0.13,0.26,0.45,0.48,0.51,0.54,0.58,0.61,0.65,0.68,0.66,0.63,0.79,0.77,0.77,0.77,0.76,0.76,0.72,0.74,0.76,0.77,0.79,0.76,0.76,0.74,0.75,0.74,0.8,0.84,0.84,0.75,0.76,0.75
IND,0,0,0,0,0,0.01,0.1,0.24,0.32,0.42,0.56,0.43,0.51,0.59,0.67,0.72,0.66,0.55,0.57,0.58,0.59,0.57,0.56,0.62,0.68,0.59,0.71,0.69,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.87,0.88,0.88
IRL,0,0,0,0.1,0.1,0.63,0.65,0.66,0.68,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.79,0.73,0.73,0.78,0.81,0.84,0.86,0.87,0.89,0.9,0.9,0.92,0.92,0.93,0.93,0.93,0.92,0.92
IRN,0.39,0.48,0.55,0.38,0.38,0.62,0.55,0.55,0.83,0.79,0.85,0.84,0.96,0.96,0.97,0.95,0.99,0.95,0.99,0.99,0.99,0.96,0.99,0.99,0.96,0.94,0.99,0.97,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99
IRQ,0.09,0.1,0.11,0.12,0.25,0.7,0.75,0.91,0.85,0.79,0.75,0.71,0.67,0.63,0.72,0.8,0.82,0.85,0.88,0.9,0.86,0.82,0.77,0.73,0.69,0.69,0.62,0.64,0.76,0.81,0.75,0.77,0.69,0.63,0.63,0.57,0.66,0.71
ISL,0,0,0,0.81,0.96,0.96,0.95,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.96,0.94,0.91,0.88,0.91,0.93,0.93,0.9,0.95,0.95,0.96,0.92,0.93,0.94,0.9,0.91,0.91,0.93,0.91,0.92
ISR,0.81,0.83,0.88,0.85,0.85,0.85,0.88,0.88,0.86,0.88,0.91,0.94,0.94,0.92,0.92,0.93,0.96,0.97,0.97,0.97,0.97,0.96,0.98,0.95,0.97,0.94,0.96,0.97,0.98,0.98,0.96,0.96,0.96,0.97,0.97,0.98,0.97,0.98
ITA,0,0,0,0,0,0,0,0,0,0,0.43,0.5,0.5,0.5,0.5,0.5,0.55,0.57,0.55,0.7,0.74,0.77,0.81,0.84,0.86,0.87,0.88,0.9,0.9,0.9,0.91,0.9,0.9,0.9,0.9,0.85,0.85,0.92
JAM,0,0,0.12,0.15,0.6,0.64,0.36,0.62,0.68,0.71,0.74,0.77,0.63,0.8,0.82,0.9,0.96,0.88,0.88,0.82,0.88,0.85,0.86,0.78,0.86,0.84,0.87,0.76,0.88,0.88,0.89,0.88,0.93,0.94,0.94,0.91,0.95,0.95
JOR,0.29,0.4,0.48,0.56,0.65,0.73,0.81,0.87,0.87,0.84,0.87,0.85,0.91,0.88,0.91,0.92,0.94,0.95,0.93,0.83,0.94,0.99,0.95,0.96,0.99,0.95,0.99,0.95,0.95,0.95,0.98,0.98,0.98,0.97,0.97,0.94,0.96,0.93
JPN,0.69,0.68,0.66,0.7,0.73,0.73,0.74,0.75,0.76,0.77,0.73,0.71,0.69,0.68,0.81,0.93,0.94,0.94,0.95,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.97,0.96,0.95,0.94,0.94,0.94,0.96,0.95,0.95,0.96,0.96,0.96
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.91,0.91,0.95,0.97,0.97,0.99,0.99,0.99,0.95,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99
KEN,0,0,0,0,0.55,0.63,0.65,0.69,0.72,0.75,0.78,0.81,0.84,0.84,0.84,0.83,0.81,0.79,0.9,0.76,0.78,0.77,0.78,0.72,0.73,0.69,0.77,0.8,0.9,0.88,0.86,0.87,0.93,0.93,0.93,0.75,0.75,0.89
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.93,0.88,0.97,0.98,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.97,0.98,0.99,0.99,0.99,0.97,0.95
KHM,0,0,0,0,0.27,0.29,0.54,0.53,0.39,0.39,0.34,0.39,0.33,0.36,0.5,0.62,0.56,0.5,0.54,0.63,0.65,0.59,0.52,0.65,0.8,0.79,0.78,0.79,0.89,0.92,0.93,0.93,0.93,0.9,0.9,0.81,0.81,0.84
