"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"HUN",52.4847374339006,30.7177633533488,22.5435173160228,17.5449899137154,15.0611107736074,13.5646169501009,12.3474510600932,12.0489729703059,11.3749459293417,8.31186804256692,6.63253313150039,5.45746411057519,4.53927199998609,3.90115192793006,3.38494171594572,3.01061320945476,2.75775690505818,2.42863931489443,2.29696196107136,2.12365504381807,1.8589155869652,1.66921382351764,1.51597301395247,1.31501498132286,1.22596851073238,1.26007503320392,1.2675229120213,1.13044265093625,1.08090965330955,0.990322391737052,0.981184760875,0.943619798691194
"IDN",-1217.81277862886,36149.7192166997,63688.8908085751,60940.3635931292,57141.7077219926,49827.8176911388,40453.7601069426,37351.7888974776,36172.4705552043,33944.5309684551,32362.2072821569,30868.1609815302,28199.337225115,21407.0327421353,21271.1551884997,22501.6150540912,17927.4558795886,16894.9499963148,16700.4509469406,17203.0082923873,10840.8561313146,15342.0509674173,18219.4317085583,7861.93107435438,4681.16616122774,2581.62583048553,5101.61060925628,582.170663748898,1979.55947885408,2015.43850591683,2611.37325929011,57.5805248391794
"IND",183523.210673387,259698.609669345,273107.134670339,277413.975893563,282063.173933801,284386.688548079,268349.360107611,236119.823030669,217984.069003169,194731.339554069,165763.777129321,185876.566650071,174962.669328445,156814.430220327,137339.093036275,106285.108304689,112429.454176822,131185.691539652,134706.17440623,157205.778562759,155121.610256837,158666.447711641,162013.760298211,151869.414426711,118464.123258884,127307.897828212,112925.892777966,110383.401469338,102835.861653773,99738.424146442,98309.9555372663,62086.0733889305
"IRL",13.3441125416889,20.4454568602485,22.8413555571236,22.4669895739326,21.4137032973848,14.6090682663202,12.0583209352735,10.4937196759785,7.57540949046572,6.34489457327087,5.74312833326687,5.41164059961811,3.90360960750587,3.07125741301849,2.57517895451115,2.32864315164792,2.15129151799079,2.06136346428406,1.94348139774306,1.87304994488568,1.87714379886602,1.90264073036248,2.0514122585338,2.00478317452473,1.85133508876453,1.7559825061875,1.61494925774629,1.50605664589398,1.10663598992219,1.05153125793938,1.00700745564202,0.967419820829761
"IRN",525.654012611596,465.252194601615,405.924397801876,557.398146304772,619.207238822808,413.843710230122,408.84406602035,406.848587813443,210.374346951574,170.247177999304,134.446803641655,117.168376306631,76.5901079561334,60.2611435929829,49.9350966073282,43.2786156649972,35.8552417076178,32.3681157660422,27.706720184534,23.0461570338733,19.0134971137862,17.3151862895229,15.2832933094745,-3.5305235528032,-4.85624761698024,-7.27331877419068,-8.68020829649836,-10.1640276941728,-11.5145536785755,-12.488123498442,-13.3319309806427,-13.9961127656116
"IRQ",2611.40418682054,3788.56130276298,3827.40093705623,3874.36233785366,3459.10976679876,1974.06745081468,1728.82187991936,1051.69696883289,1111.29765541745,671.579527888234,593.580598457085,625.377963207821,726.090739693315,869.588869923515,747.62329757304,12.1846290429816,117.003462647293,195.151404192686,230.611975830071,212.132926937926,712.414371757998,616.616997261453,38.4770765235047,251.601098693129,-93.1922098405881,-94.2042638640659,-97.7554991298733,-99.4027208142767,-11.0551596691074,-91.5172574834986,-93.9641372549991,-110.667834908634
"ISL",0.890191983116581,1.31035121376397,1.11960933375293,0.676594936159138,0.389054117756182,0.203254654891709,0.118596513254095,0.0929797857384805,0.0741922623732497,0.0624639403796382,0.0516672912471253,0.0457580273796042,0.0406048036882807,0.0369878515562731,0.0346809602008119,0.0322952122395602,0.0304767003625431,0.0282465785542866,0.0276381275117279,0.0287652813135262,0.030831723292632,0.0365739191191921,0.0362041326146691,0.0343278629147064,0.0330807298989055,0.0321649326873987,0.0295754593126837,0.0278660241343712,0.0253611554511957,0.0244586386548608,0.0246464301070109,0.0247550787854889
"ISR",11.3927144336366,9.3160637912098,8.02836944995887,7.72830466995285,5.94126697948379,6.04606698841699,5.67335250844573,5.64341035960482,5.61210055209915,5.56828223911896,5.21859488950566,4.90241641349125,4.79771889855428,4.71398493436866,4.86134418486376,4.91494842165588,4.84481596006808,4.72448460967918,4.72956270045467,4.77382309903547,4.83889833641375,3.22498764087787,3.93370388249913,4.59447780256985,4.76591210069434,3.34870188383828,2.43596323691831,1.86804211050526,1.52483739623354,1.29082040050331,1.18812921871281,1.12510469637481
"ITA",217.988954572049,233.713334070745,228.995161194244,227.140295369765,221.51023008431,217.98443103643,209.925606547129,212.209851365165,208.915757846527,205.531588724013,166.894589079144,143.243380328451,129.983205842638,125.035509923329,119.663966970082,118.861835709433,113.904031966763,108.326957656968,106.714569435636,95.285701083118,67.0704457361578,61.5016114822362,56.3570760122656,51.3701736665783,38.6655741580665,30.5761150963204,19.3447150255017,16.8393356952559,13.9840694294471,12.5678554664244,11.5046932877563,10.1993061320756
"JAM",8.10110086544158,16.9487671623175,18.8530156070726,19.0134657786463,13.1122189136315,11.1617934873015,13.829857046044,11.5907365312264,10.1386675109005,9.23163857386904,6.650305313136,-0.0644813768184626,1.41978102768031,2.71819102469369,3.61719982449576,3.70216779674372,2.78446632425069,2.99841387574513,3.11387873556501,3.45268742003898,3.34782821891844,2.12508855877787,1.69017034784924,1.92586103970695,1.45565025340997,2.19048927433062,2.21391897077349,2.96733786353525,2.22847068914865,1.81385982067129,1.43762350452221,1.3874171357265
"JOR",0.785430904495496,2.00383715813582,3.48321630000317,5.12569904220884,6.61987034659969,6.69565414906619,7.72638034479694,8.49316177758026,9.22733276467077,10.1884507971583,9.3885051885202,9.83746681585434,10.333275756927,10.9954270002151,11.5616870336497,11.4362368077047,11.0968555343641,-0.0103982739434554,-0.00398397567742758,-0.00918676787911562,-0.00174556234088458,0.00413985017383612,0.0108287994879857,0.0172062232740635,0.0184938988129966,0.0241767941615248,0.0295778372947986,0.0306599832086535,0.0373071076919424,0.0446791885924353,0.0454106938961027,0.0472529981102732
"JPN",227.32900635235,167.793004519456,147.686029805022,124.9658996831,112.080810935208,107.38067290129,103.251718666067,98.0618703404488,95.7711092759484,83.8606796281663,88.6784297817869,88.653991146417,93.5453076085651,89.4320887248607,82.0011428961541,71.8932598456555,61.8820473164476,38.3414141574602,34.6186480792859,32.2717035240466,30.4184457463679,28.7142128880256,27.3461211601618,26.4786407224921,25.8881603543472,25.3651480230765,24.7404928858767,20.3177824350789,16.9586846206851,14.0064858569662,11.767655940211,10.0540078192874
"KAZ",66.4377110401344,111.248236710615,131.013938656559,138.85943365067,148.480021559016,148.453835872218,158.600332962833,160.473427755959,157.907819130399,152.264373654239,146.42525152337,148.372294515698,74.4284530621,48.3493824820521,23.9821614999415,10.0071771960437,6.94746690439647,5.33918065672497,4.20402330550869,3.18533676132683,2.50959538100993,2.14427961798438,1.75640467066177,1.47863928986581,1.23187713784689,-0.650418681804003,-0.6532708292656,-0.629626173095692,-0.608161917712849,-0.57056226612298,-0.536026899145634,-0.481926118626506
