,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
BEN,18635,12378,11850,11774,13437,13210,7374,13180,5275,3281,,5396,3049,4102,7557,10469,1365,9521,648,2573,4244,5859,1588,217,262,210,176,341,928,1461,392,426,288
BFA,13713,17327,20940,21395,30094,17461,11722,28282,7782,7474,9804,6590,21751,14445,2925,5669,18534,1438,,5516,6074,4174,1744,2946,77,253,125,12,395,54118,2511,860,7362
BGD,11077,10441,18116,9569,11851,11699,14352,13631,11471,27327,1705,9292,5768,5443,9571,4995,4929,10329,6522,5666,5098,4414,3484,4067,9743,25934,6192,2924,2660,718,788,5625,1986
BGR,10763,9239,281,326,292,972,1370,1560,404,111,147,2028,20258,354,121,172,695,23,80,24,46,8,0,0,0,3,1,1,1,2249,22004,157,1
BHR,1861,329,1147,438,1134,1910,97,22,5,181,59,7,12,2,0,3,74,4,4,38,6,5,8,12,11,4,3,7,2,3,0,0,0
BHS,484,45,50,2868,36,26,85,42,22,59,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIH,,,,,,,,,,,512,179,144,249,875,125,,3937,2811,133,43,,28,18,28,23,17,166,8,22,45,10,22
BLR,,,,,,,,,,,224,1351,2324,3874,820,1516,395,135,517,153,21,45,14,21,2,1,149,1,0,0,1,50,10
BLZ,607,186,6,11,4,7,124,224,74,2,25,7,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOL,4181,7654,720,2034,1270,217,346,987,1793,669,820,2108,4937,3391,1441,76,7,7,1004,1441,122,0,0,0,0,0,0,0,0,0,0,0,0
BRA,99263,61281,39370,58259,80875,75993,129126,66059,26179,22853,61435,42537,7934,6037,35,793,580,52284,2781,908,36,1,1,2,0,6,57,0,0,0,68,43,2
BRB,27,41,6,6,5,7,2,2,1,2,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,485,775,243,558,541,617,440,63,28,39,12,,51,50,,,,13,12,23,42,11,,24,16,9,,,3,2,0,4,1
BTN,1642,1102,1868,1356,1321,819,948,673,382,554,173,441,103,505,683,148,9,169,66,9920,418,756,27,0,3,11,0,11,7,6,21,10,1
BWA,4091,2157,1512,6542,9249,1684,1018,126,711,3771,1218,565,566,5327,2447,478,1030,5032,700,439,2672,1,7,59,1,5,6,1,0,184,853,8,7
CAF,8280,3820,2563,1564,6395,2446,1785,2148,1898,331,1275,3644,3022,1694,,902,248,194,146,600,3207,2837,938,652,1233,471,3,49,12,11,2,679,141
CAN,13864,2307,1064,934,4078,2816,14941,2385,609,11145,1033,6178,2742,203,523,2361,327,579,12,29,206,34,6,15,7,6,13,101,62,14,99,759,12
CHE,,,,,,,,7400,7600,2700,1990,2700,4300,3000,1400,1400,2000,6400,2000,800,,700,,574,39,60,,1015,2022,958,77,621,61
CHL,3844,6527,9438,6752,4785,17101,12563,2623,45079,13008,1958,2098,1,1,0,0,0,58,6,31,0,0,0,1,0,0,0,0,0,1,0,6,0
CHN,1122285,1010755,892870,781475,619709,418159,198738,104925,96994,85049,85705,123428,140048,117851,76204,53232,68404,79621,53030,61840,71093,88962,58341,71879,70549,124219,99602,109023,131441,52461,38159,9943,6183
CIV,7633,14782,15605,7139,5946,8892,23839,34170,16864,18660,17799,9902,14765,7465,,30039,20858,9665,12289,4824,5729,5790,5882,4770,3466,115,11,5,12,183,441,628,137
CMR,,10546,33876,58904,38580,47178,31936,16654,23207,24314,21150,14622,27442,10892,1548,2463,11770,7504,10731,10894,14629,23934,1448,899,358,605,196,100,495,251,240,504,609
COD,32596,38142,30775,21057,11385,19508,19430,14866,13214,11178,4564,,63,2749,12573,5443,9546,5766,15271,12135,8282,8072,30466,21956,44934,182485,80123,55577,12461,57,5407,133802,72029
COG,11892,9668,12931,16642,18615,7600,6424,1420,454,498,3608,4042,4302,693,226,2381,3897,1267,174,313,1678,2152,2788,3712,3524,146,126,84,2,1,4,315,260
COK,363,57,14,4,1,50,5,16,15,691,36,61,9,3,0,7,0,194,9,0,2,0,0,17,0,0,6,1,0,0,0,0,0
COL,9222,19612,9273,13099,11849,5572,5180,20620,14801,12598,12520,10391,7976,9105,525,410,160,67,61,44,1,3,139,0,0,0,0,0,0,0,0,6,1
COM,1801,0,0,0,0,0,0,0,0,170,2328,0,0,0,2,0,0,0,0,0,,,0,0,0,912,85,0,0,1,0,3,1
CPV,1279,150,1282,1385,49,3048,,450,7,1,0,7,1,0,30,10,0,8584,289,1,2,0,0,0,0,0,0,0,0,0,0,0,0
CRI,1000,170,167,39,11,1,4534,4004,358,33,76,6296,2361,273,0,35,24,26,27,23,0,0,0,1,0,1,,0,0,0,0,0,0
CUB,3924,18387,23408,3287,3315,2874,3312,858,121,12,12,17,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,3,27,183,3,1,1,0,0,0,4,1,20,0,0,0,55,1,1,0,0,,0,0,0,1,0,0,1,0,18,0,1
CZE,,,,,,,,,,,2420,839,416,14,9,5,10,14,19,2,9,6,4,30,17,0,7,2,2,5,0,17,22
DEU,28745,5290,2029,9798,11759,568,199,189,17,45,,,,,,,,,,,,6024,4657,779,121,778,2307,567,917,574,780,1607,166
DJI,,4533,31,,1295,108,,52,473,490,104,13,129,37,,8,410,,198,341,183,79,50,37,71,298,49,24,143,48,7,49,709
DMA,0,27,2,1,188,64,45,82,10,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,28249,35651,15656,33242,21188,13187,23490,6268,618,405,180,162,129,115,36,20,119,61,,,14,11,32,0,0,2,27,2,14,6,5,84,2
DOM,9760,3410,3671,2960,4429,4417,501,499,692,1505,3477,7512,7650,4637,3,0,0,1,14,274,254,113,0,0,0,0,0,0,0,0,0,2,0
DZA,15527,20849,29584,22126,22553,20114,3975,2500,2634,4169,1796,5969,8823,3141,5913,8204,21003,19573,3301,2503,,2686,5862,15374,3289,2302,944,0,217,107,103,112,0
ECU,2722,4678,1647,2556,6979,1183,839,1537,8004,3649,1646,1585,4356,3627,3668,919,42,0,0,0,0,2,0,0,0,0,0,0,1,0,0,263,72
EGY,839,1777,7365,813,4898,5554,1176,1805,3672,4057,887,1231,4403,2874,1444,1833,4403,4606,4868,1547,2633,2150,653,164,80,77,953,1684,668,608,16,26,245
ERI,,,,,,,,,,,,,,267,541,185,1783,777,316,320,789,204,460,376,24,19,128,55,0,82,51,48,194
ESP,145322,146689,159562,304350,38914,80663,220109,35146,22701,32908,21650,24445,24460,11985,6796,8849,4964,1842,446,246,152,,67,256,26,22,362,267,297,41,302,3802,1204
EST,,,,,,,,,,,33,129,71,312,230,17,19,18,17,12,9,0,0,0,0,2,27,1,0,0,0,7,4
ETH,10690,9784,10527,5866,9843,66544,3760,4832,7575,4169,1836,497,4815,1152,1133,562,1586,1113,1603,5329,1660,2366,3332,228,73,357,1451,1446,3511,1176,4235,3255,4347
FIN,2147,3813,5402,4751,729,614,741,635,129,1032,3,8,5,0,1,6,0,0,1,,,1,0,0,0,1,0,0,5,2,5,27,0
FJI,913,1003,902,313,827,152,385,1075,610,53,32,,969,425,39,414,39,828,,,,17,304,305,37,,136,0,0,1,0,,0
FRA,1244,1132,812,870,978,399,931,,,,,156849,109548,77232,44005,54239,66000,80000,,,10000,,5185,,4448,36,40,39,604,1541,5048,14949,0
FSM,,,,,,,,1,0,0,1,0,41,0,930,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0
GAB,1641,2306,1747,4324,7234,5222,6826,2074,655,1780,738,,1245,958,,,70,,,,15,5129,110,,63,0,90,0,3,0,1,2,2
GBR,147962,61779,105642,114948,67632,104774,90214,44850,88259,30160,28228,11727,12317,12018,23525,9017,6866,4844,74,,104,73,314,460,189,79,764,1022,1445,1212,443,1112,2092
GEO,,,,,,,,,,,,352,115,409,723,181,304,342,218,144,50,35,199,216,6847,1356,334,44,56,23,22,64,31
GHA,82684,38476,79636,36561,40179,64517,11099,24781,40456,19997,32246,17135,39933,34641,34821,40276,34273,37261,23335,15987,23068,13476,12289,1939,60,435,420,6,82,101,641,120,1613
GIN,8552,11397,15038,8856,4396,2969,2592,7357,3353,4152,12756,6708,1617,5228,2372,1085,10292,10170,9170,18004,11294,7408,2151,2497,10,99,4,3,89,264,45,11,6
GMB,284,262,1566,1372,,1628,3997,,,,,164,364,912,280,130,15,1500,,856,336,99,32,119,0,0,0,0,0,0,2,0,0
GNB,1332,2096,1613,3218,355,1328,2241,174,1103,106,259,2396,842,1707,378,528,73,498,,472,,126,298,1158,3526,0,0,1,12,0,26,0,0
GNQ,,,,,198,464,788,11865,14875,582,32,32,297,157,270,44,1,0,,,,1339,24,18,38,,0,5,436,78,0,0,1190
GRC,13464,1389,3417,23723,1200,1484,1050,1891,5100,534,245,1371,3448,503,163,112,6082,136,66,69,56,12,5,,1,122,,2,1,2,149,40,3
GRD,53,9,1713,268,11,7,20,6,4,2,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,2703,3472,3992,2762,3072,2272,1650,400,182,2413,8802,209,97,17,204,23,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,464,7,41,20,294,87,15,22,917,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HND,4188,5857,2446,1168,5028,6476,603,1437,1155,6353,8360,95,58,13,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRV,,,,,,,,,,,119,117,160,87,138,697,119,240,648,31,9,8,6,19,54,2,1,0,51,2,7,12,2
HTI,507,2502,1064,869,1681,2111,269,3130,235,580,1414,,,,,,1,0,3,0,992,159,0,0,0,0,0,0,0,0,0,0,0
HUN,1198,10573,2521,124,98,20,17,30,1103,,29,16,14,33,11,4,12,24,23,1,1,20,0,0,0,2,1,0,0,1,0,5,2
IDN,,,,,,,,,,33380,11447,12717,79300,61782,50115,34291,32784,27881,53024,73963,49074,43500,30687,32111,38854,49430,55165,20896,10650,20818,16529,21893,15489
IND,114036,202054,146196,129639,190881,161216,155076,252940,161379,165771,89612,77859,71798,50391,50518,37494,47072,61004,33990,21013,38835,51780,40044,47147,51546,36711,64185,41144,44258,56188,29808,29339,18668
IRL,1106,1075,1897,6180,5725,9903,451,201,936,1248,556,135,179,4328,1233,235,228,185,204,147,,241,243,584,334,95,87,64,57,164,443,285,107
IRN,31130,35858,47719,43623,32909,20582,14904,19383,11559,5895,5341,6034,5028,4616,506,263,2329,3901,2869,4137,11874,9582,9554,11644,3,7,220,133,127,262,538,73,332
IRQ,26542,64294,31564,37903,38148,22186,10122,7978,9284,11617,3045,11358,20106,16339,10657,7650,256,708,43735,9920,726,4088,,,9081,908,474,230,5494,30328,492,15,15
ISL,13,24,14,39,162,374,132,14,11,23,14,10,8,8,7,2,1,1,,,0,0,,0,0,0,0,0,0,0,0,0,0
ISR,215,228,7864,129,137,3005,1951,438,194,29,230,991,66,141,1555,22,19,12,8,14,36,19,2,124,116,2,9,539,931,5,23,70,211
ITA,27452,71239,18423,26371,77149,75040,21306,20627,92188,29214,5223,23458,65013,16890,6158,37131,32596,41254,4072,2908,1457,,9385,10982,599,135,439,321,1617,351,372,5189,0
JAM,36,5266,2815,1164,236,67,30,37,30,5726,3651,308,0,0,0,15,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
JOR,552,1174,1594,183,2592,559,297,1645,4810,1397,290,143,1071,2985,516,318,448,7026,428,115,32,61,19,76,21,28,1,41,2,0,0,0,3
JPN,13219,21471,6716,7281,12268,2810,6323,5872,3109,1753,3259,5452,,2002,,,1640,,899,,22497,22552,33812,8286,8752,,520,,11015,741,450,434,228
KAZ,,,,,,,,,,,273,1425,647,3297,1788,284,123,120,1935,1391,245,94,18,24,2204,16118,109,13,20,0,4,127,55
KEN,28473,257839,270767,285681,200143,111492,26199,49858,70200,86727,77072,59937,65004,961,4180,3322,3572,3339,9262,8601,21002,11304,766,65,20,153,1847,1516,1282,1218,95,2395,0
KGZ,,,,,,,,,,,584,824,815,3825,168,17,74,998,2397,478,16,17,2,6,8,53,27,40,16,1,0,222,0
KHM,32240,40774,57605,10368,38329,44557,17219,9281,4934,9256,2473,2186,2759,1262,946,2038,2814,3826,1993,13827,12237,3761,1361,653,352,264,188,394,4211,4779,1156,722,15
KIR,170,70,11,0,1417,2015,2,22,264,1612,30,8,4357,114,292,4,13,25,355,2,0,0,0,,0,0,,0,0,0,0,0,0
KNA,305,52,138,556,2,27,22,21,12,12,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,5097,2307,6776,695,2246,1283,1818,1880,1579,2394,3415,,,,7883,71,71,2,4,,32647,23060,62,33,11,7,28,194,2,17,114,42,2
KWT,1382,2595,586,1590,608,2061,237,428,70,71,71,165,383,260,432,12,15,26,90,13,6,,,,23,10,,,,,13,32,27
LAO,1380,,383,1076,924,1492,1367,2580,2243,2793,2168,1400,520,1083,984,3174,917,671,4613,2302,332,94,2070,1810,1491,295,58,1678,174,78,153,113,32
LBN,,3,,266,,,,,,,,,13,396,51,3,2,134,966,8,5,8,36,526,213,618,956,373,24,22,12,9,9
LBR,6567,7810,6873,4835,6151,2686,836,2178,2556,1866,,,5776,6398,571,56,1938,2961,1436,1679,5977,1379,131,142,4,8,20,1,1,6,2200,279,43
LBY,1547,1570,928,996,2526,4193,851,401,316,207,931,1695,3691,733,1127,,,26,50,,,633,3890,,2771,292,1,59,8,329,,,320
LCA,35,134,2039,71,13,9,32,4,4,10,30,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,5032,6232,13273,8171,13215,9398,6235,3508,2630,780,4004,1896,701,558,566,408,158,195,177,2417,16527,309,139,65,35,3,0,44,33,21,79,60,51
LSO,7935,7624,6941,5239,5821,7362,4376,2448,1797,1378,2195,2351,1816,235,573,304,,0,,944,660,217,0,1,31,,1,2,0,0,2488,172,179
LTU,,,,,,,,,,,,143,200,249,286,188,35,30,18,23,19,7,103,1,1,1,1,0,1,0,2,7,0
LUX,63,214,243,21,35,62,27,153,18,12,16,1,48,4,1,1,25,1,,,0,,,1,0,,8,0,1,0,0,6,2
LVA,,,,,,,,,,,21,6,248,54,10,2,3,4,3,0,0,1,,,0,2,7,0,3,0,0,1,3
MAR,86919,109486,53160,80806,11484,4216,15333,26621,2306,1689,1577,2125,6008,8431,3512,2380,1324,2512,7863,10853,7368,2724,6000,10841,6399,,1217,2248,1455,834,633,982,668
MCO,,12,0,0,0,0,0,0,0,0,0,,160,,,,,,0,,,,,0,,,,,,,,,0
MDA,,,,,,,,,,,3242,621,322,866,3951,1174,344,364,673,245,687,457,4929,87,4,6,34,10,0,0,0,0,11
MDG,119679,140653,84494,101925,66894,69884,21546,10841,17069,29654,14459,5824,1846,6060,14164,11731,5961,13865,15510,35196,35256,9357,10795,62233,35558,,2,0,3,0,1,0,2
MDV,,1479,0,0,0,2029,0,0,0,0,0,0,0,61,706,3070,0,,0,,20,0,926,75,37,1395,47,20,0,6,0,0,0
MEX,29730,11136,6364,3368,5158,23826,9824,2776,3915,20381,68782,5077,533,172,128,244,2,0,0,0,30,3,0,44,64,6,23,0,0,0,0,3,0
MHL,0,0,0,0,0,4,1,0,,13,14,19,10,9,0,,0,0,0,0,0,0,0,1127,0,0,0,0,,0,0,0,0
MKD,,,,,,,,,,,,181,180,2495,229,217,1056,364,,53,36,27,19,18,9,5,3,1,27,5,217,701,0
MLI,10007,8413,16432,8759,4494,29732,4669,4352,4478,3605,1388,13473,7830,10595,3420,3306,10995,3531,10240,2506,1578,4464,717,232,172,33,128,2,98,2939,1719,24,341
MLT,14,121,1530,620,58,175,1844,46,17,17,6,8,43,3,8,27,16,5,3,1,2,2,7,4,4,6,1,2,1,1,0,3,0
MMR,21457,26821,25102,18919,16580,16386,3830,5540,4323,3883,7900,4437,1794,2682,1855,1170,1684,1035,1465,791,845,2519,736,830,1329,314,760,1088,333,329,190,2046,2175
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,5,0
MNG,5338,695,209,1935,29738,525,133,378,3044,2176,296,656,1069,71,177,555,128,4,8,10,925,10677,1205,18,0,0,26,12,31,8,7,0,0
MOZ,30070,16358,11909,11734,12508,16507,16109,12749,12142,22832,18082,5059,3092,5799,9618,4166,9251,15324,15693,3936,7375,7085,7155,28898,9396,12598,183,267,4,60,2321,177,145
MRT,11441,8658,6743,15710,11203,15123,5318,2323,434,5032,1379,4601,4990,5754,2668,195,,499,1303,5263,,1398,883,3611,5039,127,22,11,4,322,1292,234,35
MUS,35,0,4,0,6,2,5,0,2,0,1,0,7,88,10,6,0,0,,0,0,0,,777,28,7,3,13,12,15,12,2,0
MWI,162686,84610,104921,150248,80766,126581,105682,114061,81100,93100,,5730,32177,3614,2164,4218,9120,10845,3591,152,304,150,92,167,1116,184,1,143,20,21,118712,26,11
MYS,8727,5690,9268,9313,8147,5163,4699,5429,2304,1027,563,275,363,542,346,654,460,627,483,2576,6187,2198,408,632,5729,1407,564,394,334,153,73,1569,1868
NAM,,,,,,,,16874,4482,,,,6874,1328,133,1723,4901,5359,495,296,469,416,1278,262,4,4,3,21,0,4076,3138,79,86
NER,36811,36139,39815,30288,42199,64689,17626,14290,16864,22932,20463,90071,31341,36557,48685,67986,68921,32649,11404,36156,21319,61208,31584,54190,63057,2183,59,282,1317,801,372,771,272
NGA,162106,129671,139785,136778,182591,161768,115743,77566,75908,33678,115682,44026,85965,54734,106081,12393,88675,21385,143098,217151,212183,168107,42007,141258,31521,110927,704,2613,9960,1272,8491,18843,6447
NIC,3784,224,226,112,153,956,2550,792,314,0,0,0,2332,339,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,22,2,0,0,0,21,7,0,1,1,,121,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
NLD,178,77,95,480,82,24,90,227,1519,124,16,59,472,468,302,184,57,21,9,2368,1019,,3,4,11,4,1,10,109,15,15,51,10
NOR,1322,4586,10974,6181,1775,1312,1219,563,133,13,95,17,73,7,6,18,23,11,,,0,4,5,8,7,0,0,,4,2,3,39,4
NPL,561,254,1268,1117,2042,952,68,190,193,171,182,93,136,59,1401,4810,7213,12677,5771,,9397,10849,6749,13344,12074,5023,2838,1415,2089,189,190,2359,3362
NRU,10,0,1,,,,1,0,,0,300,,,,,0,,58,,1,0,0,0,,0,0,0,0,0,0,,0,11
NZL,,,,,,,,,,0,,9239,,69,33,,,2041,164,106,65,65,21,66,33,20,20,25,,198,43,597,68
OMN,10630,40679,16645,9151,9652,4161,2001,3804,6052,4255,1262,220,1834,3108,181,68,46,12,5,9,15,15,5,1,18,25,13,24,18,19,3,5,13
PAK,28573,29010,19890,21004,17322,26686,42304,45996,55543,2349,21785,617,2967,1967,1421,1720,1090,1848,2333,2940,2064,3849,3903,4740,4248,2981,7641,2801,1129,863,4321,4386,8046
PAN,2096,4332,4014,595,358,4295,4199,1885,378,301,1891,2430,845,90,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
PER,19246,10071,12708,7619,13039,9393,6099,6240,5785,1145,737,1014,22605,1730,670,353,105,95,10,12,1,0,0,0,0,0,0,0,1,0,0,0,0
PHL,26765,27031,35989,43684,75290,62959,59375,81896,70801,68986,42938,29037,39304,7541,3006,3913,,9218,1984,2981,7120,7360,7003,10511,3025,118,9,530,341,1469,6368,6538,1536
PLW,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0
PNG,12125,16519,12771,10023,9874,5680,19024,10206,6543,9799,4575,2740,6634,8212,6821,3730,2313,678,1148,6304,7135,4023,17620,3863,1385,1222,1,0,0,0,0,0,0
POL,24882,35283,7620,11271,54403,35680,6806,1286,1005,7225,56471,2419,3695,1410,864,752,639,338,2255,99,77,133,34,48,11,13,120,40,,115,13,,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3550,0,0,0,0,0
PRT,,,,,,,,813,2285,11791,407,275,208,881,3230,192,112,129,96,50,45,,8,8,5,7,0,0,1,3,5,2,23
PRY,745,428,531,1259,979,666,610,1742,755,386,1396,526,864,2066,122,73,13,143,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,392,1489,506,816,886,1410,2095,409,382,1083,314,563,68,86,31,0,38,439,116,,46,23,34,24,29,74,144,361,,112,295,101,160
ROU,10476,21584,61682,4723,2108,5007,34037,11833,1810,3870,4691,1773,6061,28321,6228,2188,906,23579,9547,240,35,10,14,9,117,5043,3196,353,12,8,193,4189,7450
RUS,,,,,,,,,,,18370,20449,18570,74463,28672,6630,7120,2874,6215,7428,4800,2072,580,3291,2444,454,1147,173,27,101,129,629,2123
RWA,80402,79384,36792,20001,17269,16760,42749,12387,4364,5429,8970,5820,17429,9861,5999,28874,3988,787,,4359,2095,896,2738,1064,386,129,494,26,6,5,121,31,75
SAU,46115,35790,33294,44633,30457,18393,22830,29220,8225,3588,5439,6368,11299,3182,1253,2574,2407,3978,5519,2815,,155,311,1208,1880,373,807,4648,158,82,334,362,294
SDN,50168,64804,68171,2806,2390,67589,27136,1635,7466,15114,14075,30014,17017,683,963,841,2559,350,550,3347,2875,4362,4529,4381,9562,1374,228,327,129,68,680,6872,10475
SEN,29144,34516,32380,26481,,,6831,3453,1596,10940,5004,11427,15367,14693,5944,,8069,6594,6594,3668,5839,24789,18184,1519,31,0,3,11,6,999,428,18,46
SGP,,771,1965,677,2417,136,218,123,192,146,143,216,606,0,159,185,,1413,114,65,141,408,211,33,96,33,23,15,18,16,50,148,0
SLB,340,2104,3331,923,238,2,0,434,593,13779,343,45,86,1527,640,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
SLE,3625,3408,4102,4327,4016,3351,164,1000,207,625,830,284,914,2288,114,344,,361,,,3575,649,568,586,7,29,33,0,44,31,1089,1865,678
SLV,2315,12554,3664,2407,4775,1413,278,405,787,0,0,0,509,38,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SMR,,,,,,,,,,,1,1,7,6,,,,22,,0,1,,,3,0,0,0,0,,0,0,0,1
SOM,,,,622,487,128,70,222,296,988,,,,,,,1830,,3075,5523,3965,3571,9559,8257,12008,,7,1149,1081,13,115,17298,9983
SRB,37441,20878,13826,12967,20233,25325,14148,8639,6629,16149,4978,991,2108,16777,800,524,458,4692,922,288,38,35,63,15,11,2,2,201,2,1,20,370,0
STP,519,194,3,216,576,62,69,0,118,,10,0,0,88,319,23,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,254,716,647,17,40,110,37,5,68,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,,,,,,,,,,,47,211,415,551,29,2,0,620,530,0,0,0,0,1,2,0,0,0,0,0,0,0,0
SVN,,,,,,,,,,,,32,10,7,134,398,8,9,13,1,,0,0,0,0,0,0,0,0,0,2,22,2
SWE,1786,3540,6223,4626,1003,326,173,,38,62,29,25,57,25,21,23,44,62,,,59,5,9,3,5,13,19,1,25,3,6,26,30
SWZ,,2592,9185,3267,4794,3253,2253,4261,1581,1461,1465,1467,2042,7148,610,171,2201,609,180,0,10,49,37,350,0,0,0,0,1,26,313,0,0
SYC,3,4,347,267,19,10,4,2,0,5,13,6,0,0,0,0,2,3,626,2,,0,0,0,0,0,10,1,0,0,0,0,0
SYR,1478,1729,800,879,1405,425,2154,292,58,729,535,359,374,2300,1334,1362,2060,6850,5400,3,146,290,538,801,189,375,517,403,19,22,26,13,13
TCD,,36,1223,5160,6921,6430,3500,3623,3645,7449,7226,21182,19035,20894,9696,21952,24162,10446,12371,6868,3546,24908,7277,15801,10324,2,1594,441,63,165,194,8650,120
TGO,33960,19043,21925,19403,25869,25729,13119,10111,17577,3499,4548,9934,6959,4017,7298,6144,223,450,3771,2540,3578,1833,363,295,61,38,26,8,187,425,120,187,238
THA,16795,24298,27691,34713,47205,32156,19545,42172,36092,14862,29244,26709,7892,17851,38659,11112,5757,15122,13734,3167,4074,7319,,4565,3900,3526,3588,3893,7465,6071,2534,3066,5197
TJK,,,,,,,,,,,6897,1241,2439,5045,531,56,42,3882,3070,177,192,38,927,2144,4,,3,2,0,0,0,1,16
TKM,,,,,,,,,,,2806,1346,692,2486,2613,393,96,377,1035,452,113,9,11,1,1,0,48,59,0,0,0,0,0
TLS,,,,,,,,,,,,,,,,,,,,,,,0,94,41,203,90,0,0,10,50,763,16
TON,2336,187,19,36,5,412,233,0,0,25,65,18,10,0,,0,0,1081,36,6,0,4,0,0,0,0,0,0,0,0,0,0,0
TTO,384,3601,1284,2392,3556,3549,2660,441,388,2170,511,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,225,3007,1828,1464,2481,4766,3740,573,288,1147,547,1250,11872,1413,597,676,533,371,123,101,47,231,98,22,1,15,3,4,2,1,1,11,48
TUR,8618,26547,8778,31515,30666,14695,2267,2194,9279,19273,11372,22521,24626,34285,23733,13544,27171,22795,27120,16329,16244,30509,7823,5844,8927,6200,34,3,0,4,7,111,0
TUV,509,3,20,0,2,0,0,284,0,0,,0,1,0,0,1,51,14,,0,,0,0,0,0,0,0,0,0,0,0,0,0
