"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"SOM",NA,NA,3110,2435,640,350,1110,1480,4940,NA,NA,NA,NA,NA,NA,9150,NA,15375,27615,19825,17855,47795,41285,60040,NA,35,5745,5405,65,575,86490,49915
"SRB",104390,69130,64835,101165,126625,70740,43195,33145,80745,24890,4955,10540,83885,4000,2620,2290,23460,4610,1440,190,175,315,75,55,10,10,1005,10,5,100,1850,0
"STP",970,15,1080,2880,310,345,0,590,NA,50,0,0,440,1595,115,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",3580,3235,85,200,550,185,25,340,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,235,1055,2075,2755,145,10,0,3100,2650,0,0,0,0,5,10,0,0,0,0,0,0,0,0
"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,50,35,670,1990,40,45,65,5,NA,0,0,0,0,0,0,0,0,0,10,110,10
"SWE",17700,31115,23130,5015,1630,865,NA,190,310,145,125,285,125,105,115,220,310,NA,NA,295,25,45,15,25,65,95,5,125,15,30,130,150
"SWZ",12960,45925,16335,23970,16265,11265,21305,7905,7305,7325,7335,10210,35740,3050,855,11005,3045,900,0,50,245,185,1750,0,0,0,0,5,130,1565,0,0
"SYC",20,1735,1335,95,50,20,10,0,25,65,30,0,0,0,0,10,15,3130,10,NA,0,0,0,0,0,50,5,0,0,0,0,0
"SYR",8645,4000,4395,7025,2125,10770,1460,290,3645,2675,1795,1870,11500,6670,6810,10300,34250,27000,15,730,1450,2690,4005,945,1875,2585,2015,95,110,130,65,65
"TCD",180,6115,25800,34605,32150,17500,18115,18225,37245,36130,105910,95175,104470,48480,109760,120810,52230,61855,34340,17730,124540,36385,79005,51620,10,7970,2205,315,825,970,43250,600
"TGO",95215,109625,97015,129345,128645,65595,50555,87885,17495,22740,49670,34795,20085,36490,30720,1115,2250,18855,12700,17890,9165,1815,1475,305,190,130,40,935,2125,600,935,1190
"THA",121490,138455,173565,236025,160780,97725,210860,180460,74310,146220,133545,39460,89255,193295,55560,28785,75610,68670,15835,20370,36595,NA,22825,19500,17630,17940,19465,37325,30355,12670,15330,25985
"TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,34485,6205,12195,25225,2655,280,210,19410,15350,885,960,190,4635,10720,20,NA,15,10,0,0,0,5,80
"TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,14030,6730,3460,12430,13065,1965,480,1885,5175,2260,565,45,55,5,5,0,240,295,0,0,0,0,0
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,205,1015,450,0,0,50,250,3815,80
"TON",935,95,180,25,2060,1165,0,0,125,325,90,50,0,NA,0,0,5405,180,30,0,20,0,0,0,0,0,0,0,0,0,0,0
"TTO",18005,6420,11960,17780,17745,13300,2205,1940,10850,2555,705,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",15035,9140,7320,12405,23830,18700,2865,1440,5735,2735,6250,59360,7065,2985,3380,2665,1855,615,505,235,1155,490,110,5,75,15,20,10,5,5,55,240
"TUR",132735,43890,157575,153330,73475,11335,10970,46395,96365,56860,112605,123130,171425,118665,67720,135855,113975,135600,81645,81220,152545,39115,29220,44635,31000,170,15,0,20,35,555,0
"TUV",15,100,0,10,0,0,1420,0,0,NA,0,5,0,0,5,255,70,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",398820,510635,344020,196555,230160,191145,210545,72840,35165,74600,135940,65200,82355,17790,15800,53380,36435,50115,29435,73245,59235,25655,8365,7095,115,11810,38630,17065,7870,835,8110,8340
"UGA",93150,57040,215080,100360,NA,NA,NA,8330,3300,13185,NA,182555,NA,249075,213295,130990,62810,212640,213685,212770,242715,249355,147145,705,110,28680,18880,6595,8005,6565,16560,10135
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,34205,26605,66445,117260,49185,9615,43390,35000,25535,6945,4085,84850,37935,2055,730,11960,213620,5025,240,NA,195,6665,63730
"URY",77325,675,90,1760,800,990,5950,380,100,550,10200,935,80,0,25,10,10,30,170,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",15620,8570,7485,12935,14110,31410,18275,16980,90965,138930,48215,11155,1560,4790,1545,2445,690,500,500,425,580,205,280,185,330,275,215,700,355,315,1110,0
"UZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,19715,19390,10100,11770,8305,1470,1140,1305,4375,5965,400,110,125,425,375,3685,4115,4315,10,0,585,2380,0
"VCT",95,3785,315,75,25,10,5,50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",156275,71000,56315,59165,109870,70130,96305,61695,50800,49405,76365,59745,101220,76820,860,445,135,20,0,110,575,11960,0,0,0,390,160,0,0,0,0,5
"VNM",312000,362330,625880,438980,411155,342315,152300,116540,111660,40875,49370,59150,60075,59265,30855,25780,32535,58450,70670,82560,60290,33775,11485,1085,2050,9890,85,1760,32910,14045,3750,2890
"VUT",225,4160,2005,8170,4700,5320,1265,700,845,335,2705,770,335,135,135,20,565,NA,60,45,35,505,825,NA,15,0,0,0,0,0,0,0
"WSM",360,140,35,0,5475,5,0,0,5,0,0,20,35,0,0,435,0,40,NA,NA,NA,NA,0,0,0,0,NA,NA,0,40,0,5
"YEM",106775,122410,166740,198565,139985,77980,87040,52120,133405,NA,375,12100,3005,175,1125,NA,255,43925,130630,NA,2425,4450,42680,63540,31425,40395,65,35,650,2550,13380,10885
"ZAF",79045,64530,83675,80800,89420,67295,112795,76290,91340,53120,23885,113725,64350,34225,44225,32505,6685,4885,1925,7295,5830,5215,1255,3605,3075,430,105,195,29285,121965,460,160
"ZMB",921050,367495,255700,184405,255000,119330,73965,62435,28735,33740,14110,55030,59145,71275,42665,47295,35700,NA,117590,154650,84985,125180,4405,175,225,2295,2675,700,130,78770,66170,4480
"ZWE",24975,24705,181265,108310,111450,101940,88375,249060,237545,68640,120450,86730,170355,188925,42645,187035,64855,10245,3860,7415,2645,1520,4990,155,2100,1060,1210,0,4265,48480,0,0
